PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
5878,11111541,71398,Active,84,,,Inhibitor,6.3096,132.018,,Complete curve; high efficacy,-5.2,1.1,0.9092,-117.358,14.6601,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-107.3,-5.217,17.83,22.73,1.921,14.38,7.624,55.59,10.28,-3.553,-3.123,-16.3,-46.67,-67.61,-94.94,-107.3,QC'd by Timtec
5879,11111542,135282,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.283,-7.777,-8.209,-27.96,-7.964,18.33,15.38,-30.9,11.78,-11.08,-12.64,6.476,1.99,2.057,5.143,-2.283,QC'd by SigmaAldrich
5880,11111543,610682,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.55,-18.54,15.29,-38.14,-37.86,20.23,-11.07,-8.113,0.157,-17.45,-14.57,18.92,18.23,9.227,1.633,-11.55,QC'd by SigmaAldrich
5881,11111544,1678,Inactive,0,,,Inactive,,,,,,,,,,4,,37.93,40.32,-31.82,3.894,-18.15,-17.54,-24.89,11.96,-25.49,33.19,45.06,15.83,0.9424,12.7,-21.19,37.93,QC'd by SigmaAldrich
5882,11111545,164441,Inactive,0,,,Inactive,,,,,,,,,,4,,20.56,36.62,-29.63,10.52,-25.87,-14.8,-35.08,-23.52,-27.15,-18.15,-27.43,-17.68,-3.76,-7.204,12.94,20.56,QC'd by SigmaAldrich
5883,11111546,688100,Inactive,0,,,Inactive,,,,,,,,,,4,,-35.17,20.99,-9.012,8.127,-31.13,-51.39,-5.218,8.191,-15.83,-32.99,-31.37,-29.98,-11.42,21.75,-4.145,-35.17,QC'd by SigmaAldrich
5884,11111547,6603948,Active,84,,,Inhibitor,5.0119,109.988,,Complete curve; high efficacy,-5.3,1,0.9693,-105.53,4.4584,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-97.23,8.344,0.2582,6.072,1.177,9.392,-6.104,-4.235,14.23,-2.147,-17.36,-36.63,-40.46,-76.22,-89.21,-97.23,QC'd by SigmaAldrich
5885,11111548,4485,Active,41,,,Inhibitor,15.8489,91.5916,,Partial curve; high efficacy,-4.8,2.2481,0.8496,-78.7425,12.8491,-2.1,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-80.22,-1.744,-1.106,11.14,-31.23,20.97,-1.988,15.15,7.954,36.01,36.59,5.387,5.272,-19.16,-50.81,-80.22,QC'd by SigmaAldrich
5886,11111549,4485,Inconclusive,20,,,Inhibitor,7.9433,79.692,,Partial curve; partial efficacy; poor fit,-5.1,2.3332,0.7909,-79.579,0.113,-2.4,0 0 0 0 0 1 0 0 0 0 0 0 0,-73.91,-6.481,5.379,-14.06,-10.03,-11.65,-41.81,-8.87,19.96,9.848,15.7,-4.149,-22.87,,-73.91,,QC'd by Prestwick
5887,11111550,6321250,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.15,-22.24,-19.08,-24.87,3.069,-19.67,-9.338,-5.669,7.757,-8.733,-9.86,55.33,0.5177,10.48,-8.461,-29.15,QC'd by SigmaAldrich
5888,11111551,1893,Inactive,0,,,Inactive,,,,,,,,,,4,,22.48,4.979,41.62,-42.41,-19.36,31.97,-11.11,-7.15,1.687,-18.17,-24.89,11.41,43.86,-4.28,24.18,22.48,QC'd by SigmaAldrich
5889,11111552,4549642,Inactive,0,,,Inactive,,,,,,,,,,4,,26.71,-59.89,13.37,0.6165,3.009,26.85,8.019,29.33,-9.914,22.68,-18.33,-20.15,8.557,11.57,8.52,26.71,QC'd by SigmaAldrich
5890,11111553,1518,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.32,10.86,36.52,16.57,45.76,28.21,-13.28,-21.38,-10.05,-22.78,-36.2,46.28,2.248,-6.743,-9.712,-12.32,QC'd by SigmaAldrich
5891,11111554,1871,Inconclusive,20,,,Inhibitor,10,51.915,,Complete curve; partial efficacy; poor fit,-5,4.9549,0.5629,-53.733,-1.818,-1.4,0 0 0 0 0 0 0 1 0 0 0 1 0 0 0,-46.2,-16.54,3.735,-17.21,-28.14,-29.05,17.1,-0.9302,-57.1,24.99,3.5,26.13,60.27,-33.83,-62.05,-46.2,QC'd by SigmaAldrich
5892,11111555,4493,Active,62,,,Inhibitor,7.9433,72.519,,Complete curve; partial efficacy,-5.1,1.9673,0.82,-77.481,-4.962,-1.2,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-73.21,-6.959,23.37,2.734,-22.65,28.97,-5.506,-15.66,-10.01,-23.75,8.408,-3.471,-28.15,-50.47,-76.25,-73.21,QC'd by SigmaAldrich
5893,11111556,4493,Active,67,,,Inhibitor,0.1259,62.648,,Complete curve; partial efficacy,-6.9,1,0.9395,-58.148,4.5,-1.2,1 0 0 0 1 0 0 0 0 0 0 0 0,-60.92,28.39,-7.583,13.64,1.235,39.34,-4.376,-29.72,-35.35,-42.3,-48.51,-50.1,-60.89,,-60.92,,QC'd by Prestwick
5894,11111557,39214,Inactive,0,,,Inactive,,,,,,,,,,4,,9.364,4.445,14.68,22.11,12.17,37.27,-0.8281,-7.277,23.62,3.912,11.02,29.63,-7.085,-27.4,23.78,9.364,QC'd by SigmaAldrich
5895,11111558,6603949,Inactive,0,,,Inactive,,,,,,,,,,4,,12.72,35.26,34.59,3.744,32.21,84.44,25.36,24.94,30.2,14.53,-1.856,-1.619,-1.383,-0.9755,23.6,12.72,QC'd by SigmaAldrich
5896,11111559,6603949,Inactive,0,,,Inactive,,,,,,,,,,4,,27.22,-11.81,-0.3302,4.417,10.72,15.59,13.88,4.911,-20.21,21.76,-22.64,25.87,-2.079,-11.77,21.24,27.22,QC'd by Timtec
5897,11111560,31411,Active,64,,,Inhibitor,2.5119,70.758,,Complete curve; partial efficacy,-5.6,1.9673,0.8672,-72.934,-2.176,-1.2,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-71.12,20.7,8.298,-5.819,-18.17,64.8,-16.19,-20.27,4.298,9.339,-9.543,-44.33,-52.61,-69.03,-76.06,-71.12,QC'd by SigmaAldrich
5898,11111561,4629,Inactive,0,,,Inactive,,,,,,,,,,4,,48.15,-21.18,-7.19,-13.45,16.41,48.64,5.348,41.79,7.926,79.26,18.78,-17.17,-46.11,-23.45,62.96,48.15,QC'd by SigmaAldrich
5899,11111562,6603950,Inconclusive,20,,,Inhibitor,25.1189,86.177,,Partial curve; partial efficacy; poor fit,-4.6,1.4781,0.7409,-78.302,7.875,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-60.46,-7.969,5.189,6.757,11.87,32.04,-0.8303,3.773,26.37,13.78,-8.804,-6.481,12.68,-17.65,-31.79,-60.46,QC'd by SigmaAldrich
5900,11111563,440266,Inactive,0,,,Inactive,,,,,,,,,,4,,9.673,26.52,-1.661,-7.631,-12.07,-39.84,2.356,-2.977,-27.01,1.179,-12.26,28.59,22.62,23.66,-2.875,9.673,QC'd by SigmaAldrich
5901,11111564,5283454,Inconclusive,20,,,Inhibitor,19.9526,96.6996,,Single point of activity,-4.7,3.0654,0.6507,-89.361,7.3386,-3,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0,-84.66,-30.35,31.78,-6.975,21.68,-7.324,37.65,-8.251,-25.4,13.86,11.22,-11.45,23.45,-10.01,58.6,-84.66,QC'd by SigmaAldrich
5902,11111565,4628,Inactive,0,,,Inactive,,,,,,,,,,4,,26.52,-12.61,8.885,-10.82,18.67,-31.61,24.31,10.31,29.19,13.38,1.361,2.67,8.145,4.497,-11.01,26.52,QC'd by SigmaAldrich
5903,11111566,4628,Inactive,0,,,Inactive,,,,,,,,,,4,,3.655,-6.766,-27.53,12.91,18.19,-3.856,-1.465,9.896,-6.13,-11.77,-22.63,28.08,-5.053,,3.655,,QC'd by Prestwick
5904,11111567,4592,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.939,-19.69,-18.34,2.352,12.81,15.09,-13.26,8.456,2.967,-8.356,14.84,4.578,18.62,20.05,1.192,-2.939,QC'd by SigmaAldrich
5905,11111568,5282759,Inconclusive,20,,,Inhibitor,39.8107,88.004,,Single point of activity,-4.4,4.5045,0.669,-78.504,9.5,-3,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,-65.42,-8.438,9.398,-19.19,18.92,28.2,2.198,27.61,3.147,-4.522,-17.15,29.29,9.288,19.82,-4.431,-65.42,QC'd by SigmaAldrich
5906,11111569,5282106,Active,41,,,Inhibitor,12.5893,88.2417,,Partial curve; partial efficacy,-4.9,1.8079,0.83,-71.4912,16.7505,-2.2,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-74,-11.04,9.582,7.363,19.71,21.56,-7.653,15.56,32.42,14.41,20.35,37.67,-5.351,-32.46,-37.01,-74,QC'd by SigmaAldrich
5907,11111570,4636,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.82,9.06,-26.82,-17.3,2.031,-25.85,33.83,-6.968,-14.82,-30.53,-34.76,-38.55,-26.31,-4.161,14.12,-15.82,QC'd by SigmaAldrich
5908,11111571,4636,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.5326,-28.06,25.8,-15.86,-11.02,-0.0913,-12.31,-22.79,16.65,-9.829,24.25,45.69,-34.55,,-0.5326,,QC'd by Prestwick
5909,11111572,206530,Active,84,,,Inhibitor,5.0119,97.688,,Complete curve; high efficacy,-5.3,0.7,0.8154,-97.1195,0.5685,-1.1,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-85.67,17.51,-16.96,-19.65,6.504,77.63,28.02,-8.271,-14.47,-16.32,-38.31,-34.91,-28.56,-73.34,-75.68,-85.67,QC'd by SigmaAldrich
5910,11111573,6603951,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.79,-11.98,-53.88,16.48,13.3,5.203,6.788,20.55,13.63,0.0005,7.737,-10.92,4.636,4.588,-14.79,-13.79,QC'd by SigmaAldrich
5911,11111574,6603952,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.19,48.28,24.53,-2.708,5.703,17.92,-6.139,-12.32,14.74,-31.41,5.503,15.92,-38.32,-32.92,-21.42,-5.19,QC'd by SigmaAldrich
5912,11111575,1456,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.129,38.74,20.28,8.556,-23.45,-39.06,14.91,-12.87,-4.415,-10.74,11.17,9.048,21.97,4.901,-11.01,-1.129,QC'd by SigmaAldrich
5913,11111576,736041,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.25,-25.99,-8.844,-5.169,-12.14,0.2609,5.483,-6.62,14.72,0.9746,-9.761,-17.99,4.186,-3.706,2.592,-14.25,QC'd by SigmaAldrich
5914,11111577,452723,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.385,0.2703,-14.67,5.338,-15.68,5.155,19.89,5.354,-15.43,32.53,26.66,4.378,-3.415,-1.184,-22.25,-4.385,QC'd by SigmaAldrich
5915,11111578,4630,Inactive,0,,,Inactive,,,,,,,,,,4,,2.011,-19.6,-4.183,0.0335,40.99,-28.38,10.32,-15.24,14.43,-17.25,-7.729,-5.394,7.436,7.233,16.62,2.011,QC'd by SigmaAldrich
5916,11111579,4615,Inactive,0,,,Inactive,,,,,,,,,,4,,-46.55,6.948,-21.46,-0.5938,33.43,7.968,-6.22,-18.1,-23.85,-5.89,-28.38,-2.082,1.962,-1.475,22.35,-46.55,QC'd by SigmaAldrich
5917,11111580,6603953,Inactive,0,,,Inactive,,,,,,,,,,4,,13.21,-17.25,22.23,7.382,-20.09,7.418,-8.229,5.614,-11.3,20.17,-3.935,-14.48,-17.53,-19.53,-1.801,13.21,QC'd by SigmaAldrich
5918,11111581,202478,Inactive,0,,,Inactive,,,,,,,,,,4,,66.29,22.19,-35.72,-51.72,6.627,6.982,28.09,-5.411,-45.36,19.6,23.42,10.65,43,-47.52,-53.55,66.29,QC'd by SigmaAldrich
5919,11111582,202478,Inactive,0,,,Inactive,,,,,,,,,,4,,7.917,-34.58,-5.331,5.566,5.063,-23.59,-11.96,-6.348,-10.14,-0.0775,-4.18,-15.43,1.649,-3.602,16.11,7.917,QC'd by SigmaAldrich
5920,11111583,6603954,Inactive,0,,,Inactive,,,,,,,,,,4,,-35.79,-23.71,11.07,2.525,-14.98,-13.7,-6.608,-9.603,3.208,5.408,21.82,-8.876,7.751,-42.93,-27.46,-35.79,QC'd by SigmaAldrich
5921,11111584,1681,Inconclusive,20,,,Inhibitor,12.5893,51.5005,,Complete curve; partial efficacy; poor fit,-4.9,2.9523,0.7918,-53.6755,-2.175,-1.4,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,-54.74,11.69,1.216,1.007,-13.29,12.01,-18.65,-14.75,33.49,-3.347,3.536,-6.743,-0.449,-26.95,-44.77,-54.74,QC'd by SigmaAldrich
5922,11111585,6603955,Inactive,0,,,Inactive,,,,,,,,,,4,,38.46,7.09,-17.81,-15.45,-25.48,-11.9,9.548,-19.82,3.843,-11.52,29.74,43.72,-23.65,-0.7115,-22.72,38.46,QC'd by SigmaAldrich
5923,11111586,6603956,Inactive,0,,,Activator,31.6228,61.85,,Single point of activity,-4.5,4.5045,0.5265,55.16,-6.69,3,1 0 0 0 0 0 0 0 1 0 0 1 0 0 0,50.4,35.35,-10.28,29.1,17.51,-2.156,-12.66,-14.57,-22.57,33.16,-28.2,-8.454,42.45,-17.35,13.03,50.4,QC'd by SigmaAldrich
5924,11111587,6603957,Inactive,0,,,Inactive,,,,,,,,,,4,,19.47,-12.8,-24.23,37.34,8.975,-20.24,-3.116,-11.51,19.51,52.91,-11.11,-4.672,-7.197,-21.41,21.09,19.47,QC'd by SigmaAldrich
5925,11111588,6603958,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.399,-2.915,-1.24,-4.858,-15.6,-22.4,5.977,-3.287,4.526,1.651,-2.076,-6.563,3.747,0.0301,7.723,-1.399,QC'd by SigmaAldrich
5926,11111589,4780,Inactive,0,,,Inactive,,,,,,,,,,4,,29.63,-0.968,5.234,-7.822,10.55,-41.46,12.66,7.139,-14.38,-4.256,-18.74,-35.12,-5.585,22.8,10.71,29.63,QC'd by SigmaAldrich
5927,11111590,4847,Inactive,0,,,Inactive,,,,,,,,,,4,,15.79,28.06,-10.83,32.4,9.441,2.996,-5.749,0.6432,12.29,0.1654,5.691,-10.46,16.97,-3.475,19.33,15.79,QC'd by SigmaAldrich
5928,11111592,6603959,Active,62,,,Inhibitor,7.9433,83.743,,Complete curve; partial efficacy,-5.1,1.6266,0.9242,-76.743,7,-1.2,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-71.3,-6.585,10.87,14.34,9.871,66.98,4.596,3.338,25.53,6.844,-7.38,-8.028,-11.28,-53.42,-66.27,-71.3,QC'd by SigmaAldrich
5929,11111593,155030,Inactive,0,,,Inactive,,,,,,,,,,4,,-33.34,10.09,12.68,45.08,16.45,37.66,-2.534,7.368,-10,-11.26,2.017,-9.557,29.33,8.485,25.46,-33.34,QC'd by SigmaAldrich
5930,11111595,155030,Inactive,0,,,Inactive,,,,,,,,,,4,,36.59,-32.35,14.21,14.14,-19.43,36.16,8.854,-30.14,19.26,-19.48,0.8499,12.94,43.01,-38.82,12.7,36.59,QC'd by SigmaAldrich
5931,11111596,6603960,Inconclusive,20,,,Inhibitor,10,79.5215,,Complete curve; partial efficacy; poor fit,-5,4.9549,0.9081,-49.8777,29.6438,-1.4,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-55.62,-5.906,18.83,18.01,46.6,-11.49,23.91,28.92,43.17,38.56,13.58,30.04,33.67,-21.25,-44.5,-55.62,QC'd by SigmaAldrich
5932,11111597,5311346,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.41,-15.31,24.42,-5.312,2.001,-19.39,-5.789,-28.07,-6.748,-2.063,-8.571,-13.9,20.84,14.36,-11.11,-29.41,QC'd by SigmaAldrich
5933,11111598,5311346,Inactive,0,,,Activator,1.5849,31.309,,Complete curve; partial efficacy; poor fit,-5.8,4.4495,0.5107,27.765,-3.544,1.4,0 0 0 1 0 0 0 0 1 0 0 0 0 0 0,13.44,4.445,4.72,-22.63,20.57,-19.3,-1.329,18.34,5.745,36.41,-20.13,31.5,50.43,22.87,18.57,13.44,QC'd by SigmaAldrich
5934,11111599,6603961,Inactive,0,,,Inactive,,,,,,,,,,4,,15.18,-26.12,-47.7,-4.371,18.71,1.173,19.28,-10.3,20.57,0.3311,-0.3646,-16.13,27.47,-30.58,3.356,15.18,QC'd by SigmaAldrich
5935,11111600,4713,Inconclusive,20,,,Inhibitor,25.1189,59.782,,Partial curve; partial efficacy; poor fit,-4.6,3.132,0.556,-56.78,3.002,-2.4,0 0 0 0 1 0 0 0 0 1 0 0 0 0 0,-49.82,-10.55,30.14,10.8,4.248,-46.33,-15.43,-0.3729,-2.059,15.38,60.54,-25.28,13.69,14.03,-35.12,-49.82,QC'd by SigmaAldrich
5936,11111601,3645619,Inactive,0,,,Inactive,,,,,,,,,,4,,15.33,-14.69,-9.1,1.021,-12.87,-6.763,-17.64,-18.9,-4.696,-10.77,-15.54,-22.61,18.21,4.906,-3.023,15.33,QC'd by SigmaAldrich
5937,11111602,64392,Inactive,0,,,Inactive,,,,,,,,,,4,,28.16,-13.22,3.203,-10.06,12.25,-10.52,4.654,-8.823,0.0651,7.147,-6.102,3.496,-5.61,-18.85,-11.07,28.16,QC'd by SigmaAldrich
5938,11111603,4671,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.737,3.086,-25.46,18.05,-4.406,26.6,6.463,3.402,26.9,15.7,0.1503,10.92,18.03,-6.961,9.279,-3.737,QC'd by SigmaAldrich
5939,11111604,6603962,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.72,8.868,-6.913,9.393,1.498,-25.99,-8.864,-0.4195,11.5,5.415,26.96,-4.328,25.76,-10.36,-1.358,-27.72,QC'd by SigmaAldrich
5940,11111605,6603963,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.98,20.6,-14.62,-7.617,38.56,-19.72,0.8768,-23.58,2.142,-20.5,-24.32,-11.41,-11.62,17.55,-8.949,-18.98,QC'd by SigmaAldrich
5941,11111606,6603964,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.52,33.01,50.25,10.01,-2.799,-15.27,-4.642,-20.46,-13.74,-3.404,-24.62,24.24,-28.34,1.161,-12.4,-27.52,QC'd by SigmaAldrich
5942,11111607,439747,Inactive,0,,,Inactive,,,,,,,,,,4,,8.614,33.01,12.89,-7.875,-24.1,3.803,-24.69,-15.15,-16.83,14.82,23.05,5.506,-1.945,-14.43,0.3435,8.614,QC'd by SigmaAldrich
5943,11111608,21138,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.103,-16.59,29.31,3.572,-21.17,-16.84,21.79,-10.16,-12.86,23.38,11.3,-0.8711,16.85,7.809,2.545,-4.103,QC'd by SigmaAldrich
5944,11111609,21138,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.46,-8.028,24.76,21.46,-14.2,1.866,-15.52,7.066,-2.353,10.39,11.13,-12.62,-16.94,7.755,6.059,-17.46,QC'd by SigmaAldrich
5945,11111610,4910,Inconclusive,20,,,Inhibitor,7.9433,62.684,,Complete curve; partial efficacy; poor fit,-5.1,4.9549,0.9243,-47.64,15.044,-1.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-50.95,-48.67,13.62,22.27,29.49,15.22,10.64,5.305,23.21,7.157,3.98,17.22,8.78,-41.61,-42.24,-50.95,QC'd by SigmaAldrich
5946,11111611,4910,Inconclusive,20,,,Inhibitor,3.9811,66.0401,,Complete curve; partial efficacy; poor fit,-5.4,4.9549,0.4709,-63.8443,2.1958,-1.4,1 0 0 1 0 0 0 0 0 0 0 0 0,-64.64,21.79,-19.85,21.96,-47.52,6.303,-46.33,30.65,45.15,-12.74,-11.98,1.981,-48.18,,-64.64,,QC'd by Prestwick
5947,11111612,1756,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.211,15.79,-18.07,3.932,-10.59,4.286,11.75,15.75,-0.1034,30.4,-7.752,1.954,-5.142,1.588,-11.65,-4.211,QC'd by SigmaAldrich
5948,11111613,4740,Inactive,0,,,Inactive,,,,,,,,,,4,,17.03,-5.617,22.4,40.45,10.73,-0.9558,31.34,-0.1028,28.88,-16.67,13.43,-10.26,-20.23,5.036,-5.152,17.03,QC'd by SigmaAldrich
5949,11111614,4740,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.936,7.11,-16.18,1.412,-28.71,15.64,-31.14,-14.89,-4.322,-5.745,-2.891,15.63,-9.301,,-8.936,,QC'd by Prestwick
5950,11111615,16362,Active,62,,,Inhibitor,10,76.126,,Complete curve; partial efficacy,-5,2.0437,0.9403,-74.081,2.045,-1.2,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-75.03,35.66,14.52,2.767,-12.07,0.0615,0.4462,0.067,10.29,5.091,-8.588,0.8419,-12.21,-42.1,-60.75,-75.03,QC'd by SigmaAldrich
5951,11111616,160453,Inactive,0,,,Inactive,,,,,,,,,,4,,36.8,30.95,-9.345,18.82,-10.65,16.33,8.343,22.73,3.061,37.89,17.43,35.04,33.1,-5.92,28.57,36.8,QC'd by SigmaAldrich
5952,11111617,6603965,Inactive,0,,,Inactive,,,,,,,,,,4,,17.22,-22.69,-7.442,-8.038,38.67,-2.027,-13.05,0.8086,-7.252,9.714,11.02,-11.85,-15.69,-22.08,15.7,17.22,QC'd by SigmaAldrich
5953,11111618,6603966,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.86,6.399,-2.442,1.748,-17.17,1.978,28.96,6.648,-4.23,22.47,22.89,-7.331,42.88,86.86,-33,-19.86,QC'd by SigmaAldrich
5954,11111619,40632,Inactive,0,,,Inactive,,,,,,,,,,4,,6.276,28.44,21.36,-5.156,10.88,19.35,-41.76,10.51,14.78,7.822,-1.289,-22.68,5.488,192.3,-16.51,6.276,QC'd by SigmaAldrich
5955,11111620,1922,Inactive,0,,,Inactive,,,,,,,,,,4,,29.36,7.577,-0.3767,-14.99,-17.27,1.687,-10.93,13.55,2.732,7.843,-6.134,-2.798,25.19,20.26,-30.66,29.36,QC'd by SigmaAldrich
5956,11111621,126402,Inconclusive,20,,,Inhibitor,10,57.6665,,Complete curve; partial efficacy; poor fit,-5,3.5722,0.6831,-58.8075,-1.141,-1.4,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0,-59.69,34.36,78.98,-24.8,-33.55,0.8128,3.165,12.98,26.72,2.585,-7.373,6.623,-5.804,-35.18,-57.31,-59.69,QC'd by SigmaAldrich
5957,11111622,6603967,Inconclusive,22,,,Inhibitor,6.3096,91.7055,,Complete curve; partial efficacy,-5.2,1.4641,0.8541,-64.5963,27.1093,-1.2,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,-50.95,8.679,46.69,30.55,22.83,48.06,35.36,6.433,79.86,18.51,7.581,22.22,-8.502,-34.67,-62.59,-50.95,QC'd by SigmaAldrich
5958,11111623,4680,Inconclusive,21,,,Inhibitor,10,59.856,,Complete curve; partial efficacy,-5,4.9549,0.8089,-47.338,12.518,-1.2,1 0 0 0 0 0 0 1 0 0 0 0 0 0 0,-48.58,-13.88,15.19,31.73,24.21,-11.11,11.59,3.874,37.39,-5.271,18.83,16.89,17.65,-23.2,-48.63,-48.58,QC'd by SigmaAldrich
5959,11111624,4680,Inconclusive,20,,,Inhibitor,3.9811,80.3252,,Partial curve; partial efficacy; poor fit,-5.4,3.6772,0.7186,-75.7348,4.5904,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0,-79.37,7.721,-17.3,-1.156,21.13,16.72,35.39,4.097,-13.69,-24.33,12.74,-1.412,-47.99,,-79.37,,QC'd by Prestwick
5960,11111625,4680,Active,84,,,Inhibitor,5.0119,97.4187,,Complete curve; high efficacy,-5.3,1.3723,0.9627,-101.157,-3.7386,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-98.54,-9.533,-2.9,7.896,-17.29,-2.024,-11.06,8.277,-5.999,-2.676,-18.64,-30.46,-45.99,-79.53,-92.2,-98.54,QC'd by Timtec
5961,11111626,719408,Active,62,,,Inhibitor,10,69.148,,Complete curve; partial efficacy,-5,4.9549,0.8807,-65.315,3.833,-1.2,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-73.18,-8.114,-4.5,-3.107,4.51,50.8,13.72,12.31,20.16,13.4,-12.55,3.082,1.574,-44.46,-54.64,-73.18,QC'd by SigmaAldrich
5962,11111627,5460033,Active,42,,,Inhibitor,12.5893,91.9619,,Partial curve; high efficacy,-4.9,4.095,0.8088,-78.5041,13.4579,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.52,4.598,35.51,6.311,37.65,2.123,10.92,-11.63,17.1,29.55,-6.263,16.39,21.13,-35.96,-56.02,-90.52,QC'd by SigmaAldrich
5963,11111628,6603968,Active,62,,,Inhibitor,10,72.3345,,Complete curve; partial efficacy,-5,4.9549,0.9012,-70.5875,1.747,-1.2,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0,-71.22,16.31,47.13,-2.792,-12.19,-61.74,-7.868,-1.318,8.185,10.61,-5.935,-0.5484,15.63,-53.4,-64.34,-71.22,QC'd by SigmaAldrich
5964,11111629,456214,Inconclusive,20,,,Inhibitor,31.6228,119.456,,Partial curve; high efficacy; poor fit,-4.5,1.9887,0.73,-108.323,11.1331,-2.3,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,-81.48,-0.3676,18.98,-7.207,13.76,35.71,-16.4,-6.604,6.697,34.35,-25.38,31.55,13.89,-11.44,-31.92,-81.48,QC'd by SigmaAldrich
5965,11111630,167760,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.29,-15.06,20.05,-11.25,-8.498,-8.466,-13.59,-9.38,-18.28,12.4,-27.35,-21.27,4.078,-12.99,8.532,-1.29,QC'd by SigmaAldrich
5966,11111631,6603969,Inactive,0,,,Inactive,,,,,,,,,,4,,33.54,-21.2,3.549,-17.57,13.26,-12.3,17.05,-10.17,4.305,-19.7,17.86,-31.3,21.97,23.45,-37.74,33.54,QC'd by SigmaAldrich
5967,11111632,667687,Inactive,0,,,Inactive,,,,,,,,,,4,,-36.88,-16.45,9.047,-22.4,1.208,38.65,2.289,7.642,-6.732,-10.97,-17.59,-16.27,1.649,-24.42,-4.625,-36.88,QC'd by SigmaAldrich
5968,11111633,445900,Inconclusive,20,,,Inhibitor,25.1189,63.672,,Partial curve; partial efficacy; poor fit,-4.6,3.9295,0.3864,-55.672,8,-2.4,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0,-53.05,17.72,-44.65,-0.298,-23.18,37.16,-33.24,18.07,42.07,20.51,1.364,3.97,16.29,38.83,-28.1,-53.05,QC'd by SigmaAldrich
5969,11111634,184820,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.47,27.38,16.93,-23.22,-15.74,33.28,-10.44,-6.896,-8.362,12.43,-8.935,-28.82,14.73,16.44,-10.93,-18.47,QC'd by SigmaAldrich
